"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"GSTM3",4.98867995040002e-28,-0.906583698947333,0.87,0.874,6.82850511610754e-24,"GSTM3"
"AKIP1",5.7706127422352e-28,-0.727010852608227,0.887,0.877,7.89881472157154e-24,"AKIP1"
"TBC1D24",5.8447047702169e-28,-0.877588064678684,0.835,0.905,8.00023188947289e-24,"TBC1D24"
"ZBTB3",6.73236166888306e-28,-0.786327553900346,0.904,0.889,9.21525665236714e-24,"ZBTB3"
"DTL",7.05242267241985e-28,1.08961514850114,0.443,0.008,9.65335615400829e-24,"DTL"
"C12orf65",7.21242567490224e-28,-0.721360537371097,0.922,0.889,9.87236826380619e-24,"C12orf65"
"KNTC1",7.43419430798846e-28,0.840769169126115,0.548,0.043,1.01759251687746e-23,"KNTC1"
"SF3B5",7.60891226057397e-28,1.1148806511426,0.739,0.103,1.04150791022736e-23,"SF3B5"
"CCDC167",8.35294287715168e-28,1.1226780207694,0.704,0.087,1.14335082102452e-23,"CCDC167"
"HTRA4",8.64277986076041e-28,-0.976803259886565,0.791,0.85,1.18302370734088e-23,"HTRA4"
"RNASEH2A",1.2675375224842e-27,1.15482742221178,0.47,0.016,1.73500536077637e-23,"RNASEH2A"
"PNMA2",1.49259328109332e-27,-0.871873640740729,0.852,0.881,2.04306168316054e-23,"PNMA2"
"SLC9A7",1.59193191733784e-27,-0.855189944347333,0.87,0.909,2.17903640845203e-23,"SLC9A7"
"ACADSB",1.6114350362617e-27,-0.890046150901657,0.861,0.901,2.20573227763502e-23,"ACADSB"
"PGAM5",1.85200970527354e-27,-0.788030812285954,0.887,0.893,2.53503088457843e-23,"PGAM5"
"ATAD2",1.92879852218749e-27,0.917877147745132,0.661,0.079,2.64013941717023e-23,"ATAD2"
"ATAD5",2.07546977529902e-27,0.816584696502478,0.557,0.043,2.84090302842929e-23,"ATAD5"
"MED18",2.12683436446324e-27,-0.870249823971931,0.835,0.858,2.91121087807729e-23,"MED18"
"CD84",2.149213819403e-27,-0.755867109343856,0.965,0.964,2.94184387599883e-23,"CD84"
"WARS1",2.36819208978367e-27,1.11571431014604,0.678,0.083,3.24158133249589e-23,"WARS1"
"RPL12",2.53879648493558e-27,-0.484116629199884,1,0.897,3.47510462857982e-23,"RPL12"
"METTL2A",2.7751791913712e-27,-0.692867456224515,0.904,0.889,3.7986652771489e-23,"METTL2A"
"HAUS1",3.19079512077042e-27,1.02923265099861,0.522,0.032,4.36756036131055e-23,"HAUS1"
"LIG1",3.61563956527807e-27,1.08312550298065,0.635,0.075,4.94908743695262e-23,"LIG1"
"NHP2",3.69852842847819e-27,1.18997537334492,0.748,0.115,5.06254571290095e-23,"NHP2"
"PSTPIP2",3.72281146883498e-27,-0.906675931378261,0.826,0.877,5.09578433854132e-23,"PSTPIP2"
"TATDN3",3.78910411484079e-27,-0.766068683939539,0.904,0.881,5.18652571239407e-23,"TATDN3"
"STK17B",4.23999058513975e-27,-0.708673351434818,0.965,0.96,5.80369911293929e-23,"STK17B"
"SKA1",4.50280394198103e-27,-0.758166598021932,0.896,0.885,6.16343803578363e-23,"SKA1"
"ZSWIM1",5.35087126574043e-27,-0.876672957249371,0.835,0.881,7.3242725885455e-23,"ZSWIM1"
"DCTPP1",5.3932743713549e-27,1.08998014343626,0.583,0.051,7.38231395951059e-23,"DCTPP1"
"GNG5",6.37833163835212e-27,1.1161303374143,0.93,0.17,8.73066034657638e-23,"GNG5"
"NUTF2",7.03606949289154e-27,1.11648609920585,0.783,0.126,9.63097192186994e-23,"NUTF2"
"CCNB2",8.46026467116843e-27,1.10034124907946,0.426,0.008,1.15804102818954e-22,"CCNB2"
"ITGB1BP1",8.99687373238191e-27,0.982123547108908,0.609,0.059,1.23149207648844e-22,"ITGB1BP1"
"PACS2",9.31774645248364e-27,-0.882336777081353,0.861,0.877,1.27541313441596e-22,"PACS2"
"SIGLEC10",9.48356850996557e-27,-0.910507495431128,0.861,0.85,1.29811085764409e-22,"SIGLEC10"
"SSRP1",9.57096294702503e-27,0.828138299617576,0.6,0.063,1.31007340818879e-22,"SSRP1"
"EEF1G",9.66424115449029e-27,-0.537757244706987,0.957,0.881,1.32284132922663e-22,"EEF1G"
"RPS23",1.04763340912961e-26,-0.54984078934422,0.991,0.901,1.43400061041661e-22,"RPS23"
"CCT2",1.08967305331267e-26,1.03908366035557,0.687,0.087,1.49154447537438e-22,"CCT2"
"UBE2C",1.20644132061955e-26,1.19930292858825,0.53,0.04,1.65137687966404e-22,"UBE2C"
"ZYG11B",1.28838261852111e-26,-0.846106656922532,0.87,0.885,1.7635381282317e-22,"ZYG11B"
"CTPS1",1.36061693171723e-26,0.985510583367,0.496,0.028,1.86241245613455e-22,"CTPS1"
"PRC1",1.49503431370733e-26,1.01991400256224,0.47,0.02,2.04640296860259e-22,"PRC1"
"GSTP1",1.62773577518675e-26,1.07882792809688,0.826,0.142,2.22804472907562e-22,"GSTP1"
"C11orf58",1.64942663927193e-26,-0.570155040192986,0.983,0.945,2.25773518383542e-22,"C11orf58"
"VPS53",1.74582741774121e-26,-0.723702276618471,0.948,0.96,2.38968856940417e-22,"VPS53"
"TCF19",1.78613226484086e-26,1.07367190124314,0.47,0.02,2.44485784411417e-22,"TCF19"
"MFAP1",1.81682513497601e-26,0.999572813582359,0.513,0.032,2.48687024475516e-22,"MFAP1"
"HAUS2",1.87547270750514e-26,-0.817217998703026,0.87,0.885,2.56714704203303e-22,"HAUS2"
"CDKN3",2.02317761768734e-26,1.19765813697277,0.426,0.008,2.76932552309043e-22,"CDKN3"
"FUT1",2.25672696318779e-26,-0.934434388418943,0.826,0.862,3.08900786721144e-22,"FUT1"
"GPI",2.26273902107386e-26,-0.450320363268034,0.991,0.972,3.09723717204589e-22,"GPI"
"NDUFB7",2.31593799063548e-26,1.01069616862055,0.757,0.111,3.17005592158185e-22,"NDUFB7"
"NUDT1",2.37220463458701e-26,1.11074522354026,0.539,0.04,3.2470737038227e-22,"NUDT1"
"NCAPG2",2.47893529218669e-26,1.00368765659138,0.513,0.036,3.39316662794514e-22,"NCAPG2"
"CXorf56",2.77718831261182e-26,-0.734347509578429,0.913,0.874,3.80141536230306e-22,"CXorf56"
"GNL3L",2.80467541102241e-26,-0.731764993432208,0.965,0.945,3.83903970260748e-22,"GNL3L"
"METTL8",3.12650295210258e-26,-0.75038935978794,0.957,0.913,4.27955724083802e-22,"METTL8"
"FAU",3.71146607740988e-26,-0.532150780684055,0.991,0.877,5.08025476675864e-22,"FAU"
"WDR55",5.29968845072196e-26,-0.742222940724628,0.904,0.901,7.25421355134822e-22,"WDR55"
"TIMM13",5.55722189715806e-26,0.962045821273768,0.557,0.047,7.60672533282995e-22,"TIMM13"
"MCM3",5.69075553826105e-26,1.07075532111357,0.713,0.115,7.78950618077172e-22,"MCM3"
"AP1B1",6.01506198243518e-26,0.942859051720513,0.67,0.091,8.23341684155727e-22,"AP1B1"
"MRPS24",6.33229957914886e-26,1.05597219226093,0.591,0.059,8.66765166393896e-22,"MRPS24"
"LAIR1",6.75115421252303e-26,-0.860930626822792,0.826,0.862,9.24097988610152e-22,"LAIR1"
"GLTP",7.92003351948046e-26,-0.687982529134521,0.896,0.881,1.08409418814649e-21,"GLTP"
"GEMIN8",8.66668577131673e-26,-0.805420250702717,0.852,0.881,1.18629594837783e-21,"GEMIN8"
"CDCA5",9.80919457297866e-26,1.06367984989703,0.417,0.008,1.34268255314932e-21,"CDCA5"
"CDC45",9.98562122636459e-26,1.13463898279848,0.4,0.004,1.36683183346479e-21,"CDC45"
"MRPL51",1.07874938644318e-25,1.02310854529572,0.704,0.099,1.47659216016342e-21,"MRPL51"
"TMSB10",1.12588836964349e-25,-0.457787878467314,1,0.893,1.541116000368e-21,"TMSB10"
"ANXA5",1.21654103065006e-25,1.11782125741684,0.887,0.186,1.6652013627538e-21,"ANXA5"
"PCYOX1",1.28417627353421e-25,-0.886327402495525,0.835,0.874,1.75778048321363e-21,"PCYOX1"
"RPS2",1.33527966707682e-25,-0.514127684634048,0.983,0.889,1.82773080829474e-21,"RPS2"
"BUB1B",1.43492868311153e-25,1.05080204687726,0.435,0.016,1.96413038144306e-21,"BUB1B"
"RCC2",1.46896307026272e-25,0.8729678232013,0.635,0.079,2.01071665057561e-21,"RCC2"
"SLC35E1",1.64750433495572e-25,-0.817896153646562,0.887,0.889,2.25510393368739e-21,"SLC35E1"
"GSTO1",2.11688261476675e-25,1.02116104989446,0.687,0.095,2.89758892309272e-21,"GSTO1"
"CDK2",2.33158375775572e-25,0.908754098582371,0.574,0.063,3.19147184761603e-21,"CDK2"
"TRPM7",2.90027346913396e-25,-0.709243841404373,0.974,0.929,3.96989432455057e-21,"TRPM7"
"DTYMK",2.94283382680338e-25,1.08715894893289,0.53,0.047,4.02815094212846e-21,"DTYMK"
"KPNA2",3.02137358806171e-25,1.00680679811955,0.687,0.107,4.13565616733887e-21,"KPNA2"
"KIN",3.06779807971451e-25,-0.735816004590635,0.913,0.885,4.19920201151322e-21,"KIN"
"MIR155HG",3.32207420602309e-25,1.10239773157981,0.591,0.067,4.54725517320441e-21,"MIR155HG"
"FBXO5",3.98299983595818e-25,1.01070519817724,0.409,0.008,5.45193017545955e-21,"FBXO5"
"ZNF785",4.35954760169685e-25,-0.804736185004487,0.904,0.862,5.96734875720265e-21,"ZNF785"
"CNNM3",4.6702451229214e-25,-0.742897010030529,0.896,0.893,6.39263152425481e-21,"CNNM3"
"TRAPPC2L",4.73732909873685e-25,1.10551584243901,0.53,0.043,6.48445607035099e-21,"TRAPPC2L"
"PRRG4",5.08833090720136e-25,-0.842207649458028,0.87,0.877,6.96490734577723e-21,"PRRG4"
"C19orf48",5.56927386923265e-25,1.07924329260314,0.548,0.059,7.62322207220566e-21,"C19orf48"
"SLC24A4",6.18880955740744e-25,-0.901135327641952,0.835,0.87,8.4712425221793e-21,"SLC24A4"
"DBT",6.31943286845184e-25,-0.821819939263091,0.913,0.889,8.65003971033688e-21,"DBT"
"NCAPD3",6.4307575211839e-25,0.839327981282202,0.557,0.059,8.80242089499652e-21,"NCAPD3"
"CCDC125",7.0736761027168e-25,-0.882559235202595,0.835,0.85,9.68244784939876e-21,"CCDC125"
"CHRNB1",7.43145332612019e-25,-0.961858899161822,0.765,0.846,1.01721733127933e-20,"CHRNB1"
"MREG",7.66514693363415e-25,-0.846042682052772,0.896,0.858,1.04920531227584e-20,"MREG"
"CENPK",7.97243408810681e-25,0.983653022152966,0.487,0.032,1.09126677798006e-20,"CENPK"
"RPS9",9.71588710486574e-25,-0.475655253891531,1,0.874,1.32991062691402e-20,"RPS9"
"RPS7",1.09232433045896e-24,-0.484687118298742,1,0.87,1.49517354353222e-20,"RPS7"
"PRDX3",1.29030760569445e-24,1.02247418266152,0.826,0.15,1.76617305067456e-20,"PRDX3"
"MSH2",1.29675100716434e-24,0.986163590966134,0.539,0.055,1.77499277860655e-20,"MSH2"
"NDUFS6",1.3106733278411e-24,0.994863560120077,0.774,0.126,1.7940496511489e-20,"NDUFS6"
"C4orf19",1.3376403312683e-24,-0.949327758871838,0.826,0.846,1.83096208544005e-20,"C4orf19"
"KNL1",1.55569140442731e-24,0.834557752310868,0.496,0.04,2.1294303943801e-20,"KNL1"
"CKS2",1.57104184663122e-24,1.14545047877919,0.617,0.075,2.15044207966882e-20,"CKS2"
"EBNA1BP2",1.69289166823834e-24,0.994819564604543,0.557,0.055,2.31723011548464e-20,"EBNA1BP2"
"EZH2",1.85179022235103e-24,0.939051548535231,0.713,0.13,2.53473045635409e-20,"EZH2"
"CENPW",1.94619801190652e-24,1.03727106629396,0.426,0.016,2.66395583869765e-20,"CENPW"
"TEX30",2.10515603080022e-24,1.06674512162131,0.383,0.004,2.88153757495934e-20,"TEX30"
"PSMB6",2.12929110459024e-24,1.02603626754531,0.791,0.142,2.91457366396312e-20,"PSMB6"
"TBXA2R",2.22217574616035e-24,-0.845145211214876,0.878,0.846,3.04171416134428e-20,"TBXA2R"
"YEATS4",2.51139213548076e-24,1.0367805024291,0.565,0.059,3.43759355504607e-20,"YEATS4"
"SHMT2",2.59184455293354e-24,1.01477942912137,0.617,0.083,3.54771682405543e-20,"SHMT2"
"CCT5",3.19968711431606e-24,0.970057176441159,0.722,0.123,4.37973172207582e-20,"CCT5"
"CTSC",3.44414833942609e-24,-0.524440527264897,0.983,0.984,4.71435024700644e-20,"CTSC"
"ZNF714",3.53145833271634e-24,-0.806208997152703,0.878,0.901,4.83386016582212e-20,"ZNF714"
"CSE1L",3.84165559200658e-24,0.839276297743122,0.67,0.099,5.25845817433861e-20,"CSE1L"
"HAT1",3.89886766102215e-24,0.984038610568003,0.652,0.095,5.33677005440712e-20,"HAT1"
"XKR9",4.01895108394907e-24,-0.824241971320195,0.896,0.846,5.50114024370948e-20,"XKR9"
"RRM1",4.28711011068436e-24,0.978414743468182,0.661,0.099,5.86819631950476e-20,"RRM1"
"RPLP0",4.44954565560557e-24,-0.423667988412699,1,0.885,6.0905380933929e-20,"RPLP0"
"ADAT1",4.62552543892727e-24,-0.787532215923844,0.843,0.893,6.33141922080365e-20,"ADAT1"
"TUBG1",5.00771240126871e-24,0.96406303567991,0.487,0.036,6.85455673485661e-20,"TUBG1"
"PSMC3",5.40928584095353e-24,0.984695813562439,0.783,0.146,7.40423045909719e-20,"PSMC3"
"POLD2",5.48640771236578e-24,0.99641756539192,0.539,0.055,7.50979487668628e-20,"POLD2"
"ENTPD1",5.62912094426504e-24,-0.610591983017272,0.974,0.98,7.70514074850999e-20,"ENTPD1"
"ADAMTS4",5.85789958877442e-24,-0.906243222556623,0.791,0.85,8.01829295711443e-20,"ADAMTS4"
"RPSA",5.89068237288902e-24,-0.401032531841855,1,0.885,8.06316603201049e-20,"RPSA"
"CDCA7",6.38667044858747e-24,1.03666853424662,0.487,0.036,8.74207451002652e-20,"CDCA7"
"SLC31A1",6.6772015198279e-24,-0.817302792060195,0.861,0.862,9.13975344034044e-20,"SLC31A1"
"ZC3H6",6.75184368840329e-24,-0.970784498506518,0.791,0.862,9.24192364068642e-20,"ZC3H6"
"PKMYT1",7.10472694618053e-24,1.08095137510737,0.374,0.004,9.72495024393191e-20,"PKMYT1"
"SNRPD1",7.44748957823856e-24,0.943813587200343,0.843,0.158,1.01941237346929e-19,"SNRPD1"
"TUBA1B",7.45480083997367e-24,1.14211074187617,0.939,0.237,1.0204131389756e-19,"TUBA1B"
"RACK1",7.80009665587113e-24,-0.485175350344843,0.965,0.866,1.06767723025564e-19,"RACK1"
"AAK1",8.59458277914752e-24,-0.800614972061418,0.957,0.968,1.17642649080971e-19,"AAK1"
"RPL13A",1.03653989763563e-23,-0.511405738120327,0.965,0.881,1.41881581188365e-19,"RPL13A"
"GTF3C6",1.16901684404158e-23,0.985455121446006,0.617,0.079,1.60015025612412e-19,"GTF3C6"
"HM13",1.22461400361946e-23,-0.544464697689385,0.939,0.925,1.67625164815432e-19,"HM13"
"GGCT",1.29972570432409e-23,0.986317731286587,0.47,0.032,1.77906454407881e-19,"GGCT"
"LOH12CR2",1.32803221625747e-23,-0.867745733842895,0.826,0.838,1.81781049761323e-19,"LOH12CR2"
"RPL37",1.39373957076464e-23,-0.520703142825259,0.991,0.866,1.90775072446264e-19,"RPL37"
"POLR1G",1.41447927557009e-23,-0.841124959375904,0.843,0.85,1.93613923240034e-19,"POLR1G"
"SNRPA",1.49078607433924e-23,0.934167010048075,0.67,0.107,2.04058797855555e-19,"SNRPA"
"YIF1A",1.67192253793875e-23,0.95290410407085,0.522,0.047,2.28852756993056e-19,"YIF1A"
"RBBP8",1.76233136426273e-23,0.961726740006238,0.426,0.02,2.41227917140283e-19,"RBBP8"
"ZNF738",1.77519584287235e-23,-0.742308554788523,0.922,0.905,2.42988806972368e-19,"ZNF738"
"ZNF445",1.98934059988252e-23,-0.826976819651208,0.852,0.885,2.7230094131192e-19,"ZNF445"
"GTF2H3",2.14766911143069e-23,-0.732270942934878,0.896,0.877,2.93972947972633e-19,"GTF2H3"
"CENPM",2.2502447499152e-23,1.05579329756478,0.557,0.059,3.08013501368392e-19,"CENPM"
"DNAJC9",2.48177107823379e-23,1.00403778314007,0.765,0.138,3.39704825188642e-19,"DNAJC9"
"RACGAP1",2.52183514712835e-23,1.03927946711264,0.461,0.032,3.45188794938929e-19,"RACGAP1"
"RPL14",2.6825436259881e-23,-0.475213025029006,0.983,0.854,3.67186571525251e-19,"RPL14"
"CPM",2.88428989183717e-23,-0.89410201949331,0.835,0.87,3.94801600394672e-19,"CPM"
"H2AX",2.90311656685436e-23,0.868405614340654,0.53,0.055,3.97378595671024e-19,"H2AX"
"FANCA",2.96020121800805e-23,0.892208375671464,0.557,0.075,4.05192342720942e-19,"FANCA"
"DDT",3.02513362578007e-23,0.946602459589973,0.6,0.075,4.14080290696776e-19,"DDT"
"TXLNA",3.07651069499633e-23,0.836055344068659,0.765,0.146,4.21112783931098e-19,"TXLNA"
"MRPL37",3.18381540380672e-23,0.954871286524165,0.713,0.123,4.35800652473064e-19,"MRPL37"
"PRECSIT",3.46129953382496e-23,-0.893003867945033,0.783,0.85,4.73782680189961e-19,"PRECSIT"
"GMPS",3.59139828791756e-23,0.981373278474967,0.548,0.067,4.91590597650155e-19,"GMPS"
"OAS3",3.84924778016158e-23,0.762489795852122,0.626,0.087,5.26885036148517e-19,"OAS3"
"SLC25A15",3.93997092205457e-23,-0.859562435662683,0.809,0.85,5.39303219810829e-19,"SLC25A15"
"FKBP2",3.95927894108027e-23,0.949695328368241,0.496,0.043,5.41946101455067e-19,"FKBP2"
"NDUFAB1",4.41406663650911e-23,1.02574405449359,0.643,0.091,6.04197441205367e-19,"NDUFAB1"
"DPP3",4.4418930444385e-23,1.00929934301352,0.557,0.071,6.08006319922742e-19,"DPP3"
"GOSR1",4.52909652322051e-23,-0.728322995578439,0.913,0.858,6.19942732098423e-19,"GOSR1"
"CEP41",4.68201198778241e-23,-0.743783776396444,0.93,0.858,6.40873800887656e-19,"CEP41"
"LAMTOR2",4.86248437383096e-23,0.971060017155293,0.513,0.047,6.65576861089981e-19,"LAMTOR2"
"ZSCAN29",5.10908448943082e-23,-0.806932732875558,0.896,0.85,6.99331484913291e-19,"ZSCAN29"
"RFC4",5.19027586762155e-23,0.945301039800735,0.504,0.047,7.10444960760038e-19,"RFC4"
"EEF2K",5.63873917157567e-23,-0.758107631957826,0.948,0.881,7.71830617805278e-19,"EEF2K"
"MRPL13",6.72197126145766e-23,0.911134445290867,0.487,0.04,9.20103426268324e-19,"MRPL13"
"FLVCR1",6.74144621099976e-23,-0.860398779071506,0.852,0.866,9.22769157361647e-19,"FLVCR1"
"ZFP36L2",7.04622771726092e-23,-0.911142753811818,0.826,0.842,9.64487649938675e-19,"ZFP36L2"
"RBBP7",7.99220783600424e-23,0.961944568525152,0.73,0.13,1.09397340859226e-18,"RBBP7"
"WHAMM",8.31166189588242e-23,-0.902850868357107,0.809,0.834,1.13770028030839e-18,"WHAMM"
"LSM2",8.72743061105188e-23,0.974203757761239,0.704,0.115,1.19461070204078e-18,"LSM2"
"IL6R",8.81474878212439e-23,-0.847911834783063,0.835,0.854,1.20656281329719e-18,"IL6R"
"PMVK",9.27418376381728e-23,0.875700187093102,0.548,0.059,1.26945027359131e-18,"PMVK"
"EMC4",9.67315147718681e-23,0.978099554550488,0.687,0.111,1.32406097419733e-18,"EMC4"
"DCUN1D2",1.00578365038025e-22,-0.873814411832449,0.8,0.83,1.37671666064049e-18,"DCUN1D2"
"SPRED1",1.05056488297998e-22,-0.913567087955382,0.817,0.842,1.438013211823e-18,"SPRED1"
"IFNLR1",1.05064058916271e-22,-0.828374599707934,0.852,0.87,1.43811683844591e-18,"IFNLR1"
"SLBP",1.08349923333902e-22,0.892284732539759,0.661,0.103,1.48309375059445e-18,"SLBP"
"FBL",1.1301013245736e-22,0.944120519683946,0.748,0.134,1.54688269307634e-18,"FBL"
"PSMD14",1.1527771842215e-22,0.930841431698143,0.696,0.119,1.57792140976239e-18,"PSMD14"
"PARD6B",1.22766835029041e-22,-0.883500906030495,0.817,0.834,1.68043243787752e-18,"PARD6B"
"KIF15",1.22852159921137e-22,0.809437428622914,0.357,0.004,1.68160036500052e-18,"KIF15"
"BAK1",1.32480931469779e-22,0.956007103402032,0.583,0.075,1.81339898995834e-18,"BAK1"
"TALDO1",1.33389226839573e-22,0.94674972393976,0.757,0.142,1.82583173698007e-18,"TALDO1"
"TXNDC17",1.61334958834111e-22,0.835431273282633,0.643,0.095,2.20835291652131e-18,"TXNDC17"
"LRRC27",1.79968844492718e-22,-0.80028442562147,0.878,0.87,2.46341354341632e-18,"LRRC27"
"RUVBL2",1.93083297561126e-22,0.914310591553693,0.539,0.059,2.6429241770167e-18,"RUVBL2"
"STOML2",1.93664752921814e-22,0.949369866411424,0.583,0.075,2.65088313799379e-18,"STOML2"
"MRPS2",2.33300698562486e-22,0.887642318109843,0.426,0.024,3.19341996192331e-18,"MRPS2"
"PCBD2",2.34085923114332e-22,-0.685376490398758,0.922,0.866,3.20416811558897e-18,"PCBD2"
"DCAF10",2.63401572287995e-22,-0.786366879720956,0.861,0.881,3.60544072147808e-18,"DCAF10"
"SLC38A5",2.6456566291493e-22,0.976058973871666,0.383,0.012,3.62137479397956e-18,"SLC38A5"
"UTP11",2.66151489369437e-22,-0.620792951565934,0.913,0.858,3.64308158648885e-18,"UTP11"
"LAG3",2.80963578076939e-22,0.864527847626992,0.617,0.095,3.84582945671714e-18,"LAG3"
"SLC7A1",3.00795249446074e-22,0.614251131076632,0.504,0.051,4.11728537441785e-18,"SLC7A1"
"DBNL",3.45698130672251e-22,0.925191842913774,0.739,0.138,4.73191601264178e-18,"DBNL"
"SF3B6",3.78171986454259e-22,0.884712511121787,0.757,0.134,5.1764181505859e-18,"SF3B6"
"AXL",3.78917762975983e-22,-0.848832406155122,0.809,0.846,5.18662633961525e-18,"AXL"
"NDUFA6",3.81905221161856e-22,0.871230391487809,0.8,0.154,5.22751866726348e-18,"NDUFA6"
"CISD1",3.82869933870234e-22,0.743783719697839,0.409,0.02,5.24072365481577e-18,"CISD1"
"SNRPD3",3.83464759875626e-22,0.880876805692242,0.843,0.174,5.24886563317757e-18,"SNRPD3"
"COX5A",3.93584008200411e-22,1.00025292118436,0.835,0.17,5.38737790424723e-18,"COX5A"
"SPTLC1",4.13503467643759e-22,-0.771785391169975,0.809,0.826,5.66003546510777e-18,"SPTLC1"
"BRIP1",4.3370003620392e-22,-0.758401847421256,0.861,0.87,5.93648609555926e-18,"BRIP1"
"MRPL36",4.34574474634003e-22,0.95542531353227,0.487,0.043,5.94845540879023e-18,"MRPL36"
"VRK1",4.43615747535911e-22,0.918469249451288,0.539,0.063,6.07221235227155e-18,"VRK1"
"TOMM5",4.90249157093012e-22,0.852370629853966,0.757,0.134,6.71053046228915e-18,"TOMM5"
"NDUFS8",5.64541567666362e-22,0.952602312035165,0.783,0.146,7.72744497821716e-18,"NDUFS8"
"DENND6A",5.89947269779172e-22,-0.88491881550237,0.835,0.85,8.07519822873731e-18,"DENND6A"
"ILF2",6.25905396804696e-22,0.932134900943789,0.817,0.166,8.56739307146268e-18,"ILF2"
"SNHG20",6.34680952558469e-22,-0.792718143162327,0.843,0.842,8.68751287862033e-18,"SNHG20"
"CEP55",6.44203749060429e-22,0.840035542676944,0.33,0,8.81786091713915e-18,"CEP55"
"DECR1",6.59159239588505e-22,0.92874914234834,0.722,0.126,9.02257167148745e-18,"DECR1"
"NDC1",6.66026490444879e-22,0.672594031956569,0.478,0.043,9.1165706012095e-18,"NDC1"
"PPA1",7.03341130639271e-22,0.95398033582691,0.722,0.134,9.62733339619035e-18,"PPA1"
"NDC80",7.06324363506924e-22,0.976618042814119,0.435,0.032,9.66816788768278e-18,"NDC80"
"DNA2",7.69992479762524e-22,0.738507866518142,0.374,0.012,1.05396570629894e-17,"DNA2"
"SNRNP25",8.0071130281054e-22,0.872435617028386,0.47,0.04,1.09601363128707e-17,"SNRNP25"
"ACAA2",8.75262939984204e-22,0.921825522939738,0.548,0.071,1.19805991225038e-17,"ACAA2"
"SNRPE",9.29489153484444e-22,0.892313317413747,0.739,0.142,1.27228475328951e-17,"SNRPE"
"SARAF",1.03325111346581e-21,-0.5654451808191,0.957,0.862,1.41431412411199e-17,"SARAF"
"KCNE4",1.08980443564693e-21,-0.959864838979,0.73,0.806,1.49172431151351e-17,"KCNE4"
"NCAPG",1.12899743946798e-21,0.884552707985345,0.365,0.012,1.54537169514377e-17,"NCAPG"
"SAE1",1.16001246551704e-21,0.877994161376775,0.696,0.123,1.58782506279972e-17,"SAE1"
"JUNB",1.18210077542417e-21,-0.945930387714967,0.739,0.81,1.6180595414006e-17,"JUNB"
"HMMR",1.26310916973034e-21,0.834732285336019,0.339,0.004,1.72894383152688e-17,"HMMR"
"KIF18B",1.31383818432209e-21,-0.663151207968297,0.913,0.881,1.79838170670007e-17,"KIF18B"
"NF2",1.31899586409195e-21,-0.571739283555951,0.939,0.929,1.80544153876906e-17,"NF2"
"RPA3",1.32740780794921e-21,0.859969693878044,0.661,0.111,1.81695580752087e-17,"RPA3"
"MRPL27",1.3675686399573e-21,0.882145302918387,0.478,0.043,1.87192795437355e-17,"MRPL27"
"MTCH2",1.39382081701437e-21,0.873091041485879,0.548,0.071,1.90786193432927e-17,"MTCH2"
"PLK4",1.55900842853023e-21,0.796160315887058,0.365,0.012,2.13397073697218e-17,"PLK4"
"UBE2A",1.68106996425355e-21,0.874991791889552,0.626,0.099,2.30104856707026e-17,"UBE2A"
"SSR1",1.68141749042607e-21,-0.526836755469086,0.991,0.964,2.30152426089521e-17,"SSR1"
"HIRIP3",1.71153286527653e-21,0.84221425694162,0.478,0.047,2.34274618599051e-17,"HIRIP3"
"TFDP1",1.78435337813873e-21,0.823255417148873,0.443,0.036,2.44242290399629e-17,"TFDP1"
"NME2",1.83698703345526e-21,0.968793901233479,0.809,0.158,2.51446785139357e-17,"NME2"
"CD38",1.85920863490491e-21,0.97138414904305,0.591,0.087,2.54488477945784e-17,"CD38"
"SARNP",1.86137280469144e-21,0.959996656711006,0.635,0.103,2.54784709506165e-17,"SARNP"
"HNRNPAB",1.86719889980518e-21,0.781274203810904,0.557,0.075,2.55582185405334e-17,"HNRNPAB"
