"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","logp","group"
"FGF20",-0.222685328379943,5.55292671892143,-4.84189669491399,2.2760247242217e-06,1.0085672901942e-05,4.30440773490134,"FGF20",4.99629512096622,"no_sig"
"NPM1",-0.277024500322925,7.01646414042936,-4.83998750819248,2.29607226164525e-06,1.0147158059529e-05,4.29605048684005,"NPM1",4.9936555746854,"no_sig"
"ICOS",-0.204589076941757,5.71217285277089,-4.83020634035379,2.40148513467175e-06,1.05845618268106e-05,4.25327712621265,"ICOS",4.97532711592866,"no_sig"
"CCL16",-0.231565402118064,5.50448753366425,-4.82946259145248,2.40968909538995e-06,1.05923231893612e-05,4.25002760553169,"CCL16",4.97500877665675,"no_sig"
"RBP4",-0.225348113245253,5.63924332247535,-4.82553193853118,2.45349792819976e-06,1.07561349172278e-05,4.23286100182736,"RBP4",4.96834375893665,"no_sig"
"FLT3",-0.213170183337405,5.79388148701005,-4.82402338027776,2.47051490425067e-06,1.08019321877343e-05,4.2262756346003,"FLT3",4.96649855345598,"no_sig"
"MAPK8IP1",-0.244297658313156,5.74599034881672,-4.81874113917118,2.53100310792393e-06,1.1037053340655e-05,4.20323024861496,"MAPK8IP1",4.95714685855493,"no_sig"
"REL",-0.136631301271764,5.9726439081837,-4.81525646737039,2.57168724636312e-06,1.11847985000555e-05,4.18803870942405,"REL",4.95137183553716,"no_sig"
"DUSP8",-0.190630857954507,5.97295644828915,-4.8140832329198,2.5855265219027e-06,1.1215318211103e-05,4.18292599656798,"DUSP8",4.95018839971226,"no_sig"
"C1QA",0.792615917011114,6.63468012794138,4.80705735313467,2.66991977077802e-06,1.15509160609449e-05,4.15233018719831,"C1QA",4.9373835720976,"up"
"IL20RA",-0.215902938992471,5.80719595634023,-4.806293720611,2.67925100635913e-06,1.15608626101165e-05,4.14900699668062,"IL20RA",4.93700975996073,"no_sig"
"SGK2",-0.202063512504401,5.68160373991602,-4.80439282981209,2.70261596692243e-06,1.16311535330379e-05,4.14073655753149,"SGK2",4.9343772114805,"no_sig"
"CLEC4A",-0.176909997999832,5.71288776656346,-4.77740371072445,3.05634775079966e-06,1.3119153269751e-05,4.02360351185801,"CLEC4A",4.88209419408699,"no_sig"
"IRF7",0.44132892380202,6.40645720759652,4.76907082511844,3.17431220292532e-06,1.3590024118774e-05,3.98754902715091,"IRF7",4.86677977250657,"no_sig"
"NAT1",-0.196492428430772,5.65241756216105,-4.76549192331597,3.22631484942223e-06,1.37767834089614e-05,3.97207994289548,"NAT1",4.86085216927926,"no_sig"
"TPTE",-0.231461245440268,5.96243087439757,-4.74906582023303,3.47572375779408e-06,1.4803341600553e-05,3.90120489823841,"TPTE",4.82964023900555,"no_sig"
"FOXC1",-0.225540099672064,5.66304696772446,-4.74305575668054,3.57154606792512e-06,1.51721491877749e-05,3.87532351118618,"FOXC1",4.8189528955297,"no_sig"
"ATP5F1D",0.205135542301872,6.38158065016201,4.73461074338434,3.7105069618447e-06,1.5721838776476e-05,3.8390023732192,"ATP5F1D",4.80349666161875,"no_sig"
"NSD1",-0.147687215070809,5.87131058481382,-4.73152546960734,3.76256353752758e-06,1.5874437304464e-05,3.82574633317254,"NSD1",4.79930166004527,"no_sig"
"ETS1",0.227867406591344,6.05028447930173,4.73133303338333,3.76583366711738e-06,1.5874437304464e-05,3.82491975869396,"ETS1",4.79930166004527,"no_sig"
"CDC25A",-0.180380013832421,5.67313668527126,-4.72972370965217,3.79328893835009e-06,1.59492762522955e-05,3.81800829746497,"CDC25A",4.79725901961406,"no_sig"
"PRKAA2",-0.207779991196695,5.53227456767753,-4.7252415178968,3.87077708910864e-06,1.62335651390168e-05,3.79876920972049,"PRKAA2",4.78958609199309,"no_sig"
"SELENOK",-0.166230193026899,5.80863702778178,-4.7233945107081,3.90315032463416e-06,1.63276822740421e-05,3.79084563902535,"SELENOK",4.78707545929473,"no_sig"
"SMAD2",-0.168288134671419,5.76929532154113,-4.71972612014225,3.96822367084026e-06,1.65577657737599e-05,3.77511605948661,"SMAD2",4.78099826523164,"no_sig"
"CCRL2",-0.174123276400283,5.69948895165777,-4.70400970639569,4.25905235929106e-06,1.7723536099187e-05,3.70784121954911,"CCRL2",4.75144962583744,"no_sig"
"TNFSF13",-0.190796750701732,6.03262843638412,-4.70348161715603,4.26917292900125e-06,1.7723536099187e-05,3.70558395211886,"TNFSF13",4.75144962583744,"no_sig"
"CD47",0.447583772368811,5.98496631034837,4.7020477999019,4.29676839297326e-06,1.77931668464686e-05,3.69945630026449,"CD47",4.74974674884994,"no_sig"
"IL20RB",-0.210563231505215,5.63961853847501,-4.70022699054121,4.332059874397e-06,1.7871062267548e-05,3.69167701670962,"IL20RB",4.74784963198104,"no_sig"
"IFIT1",-0.209600837931874,5.58957571379502,-4.6999568350647,4.33731985690489e-06,1.7871062267548e-05,3.69052300965746,"IFIT1",4.74784963198104,"no_sig"
"RAC1",0.250083234507696,6.38008918463847,4.69587935697087,4.41746081346449e-06,1.81108446719266e-05,3.67311219921931,"RAC1",4.74206129414744,"no_sig"
"CYP8B1",-0.212257233056789,5.79240223425693,-4.69587496606431,4.41754787922298e-06,1.81108446719266e-05,3.67309345685593,"CYP8B1",4.74206129414744,"no_sig"
"PFKM",-0.192238675327635,5.6407714375606,-4.69274323488212,4.48006902174997e-06,1.83214762979029e-05,3.65972953917078,"PFKM",4.73703953491483,"no_sig"
"TNN",-0.228211212036032,5.6133289755533,-4.69166566764305,4.5017778756883e-06,1.83645727732793e-05,3.65513299518727,"TNN",4.73601917046954,"no_sig"
"PPP2R2C",-0.21175552471482,5.64318749952882,-4.685868888529,4.62031167357207e-06,1.88014663152289e-05,3.63042095816952,"PPP2R2C",4.72580827904591,"no_sig"
"CD14",0.569628664305291,6.12412790205292,4.68099897078267,4.72221257856078e-06,1.91686851337134e-05,3.60967987942685,"CD14",4.71740767631116,"up"
"MSH6",-0.145507314081189,5.97039742856122,-4.67985492769376,4.74646347447287e-06,1.92020729904839e-05,3.60480998567527,"MSH6",4.71665188381049,"no_sig"
"GNAQ",-0.135747371317588,5.87924007136526,-4.67951003446148,4.75379787538136e-06,1.92020729904839e-05,3.60334205970519,"GNAQ",4.71665188381049,"no_sig"
"SPRY4",-0.175011562071455,5.86683016267483,-4.67492213916453,4.85240772956581e-06,1.95523487926622e-05,3.58382376014407,"SPRY4",4.70880106402667,"no_sig"
"HOXA9",-0.263562742460698,5.83570912741311,-4.66610908236109,5.04738893602795e-06,2.02479159870581e-05,3.54637517078077,"HOXA9",4.69361966982692,"no_sig"
"RPS6",0.464220638457581,7.69068989946716,4.6660082547795,5.04966274616412e-06,2.02479159870581e-05,3.54594707385398,"RPS6",4.69361966982692,"no_sig"
"BMP8A",-0.221117729858539,5.4591611225134,-4.66436925327899,5.08676333981015e-06,2.03470533592406e-05,3.538989232974,"BMP8A",4.69149847599555,"no_sig"
"IL13RA1",0.228975460901174,5.90741156884894,4.66053845148907,5.17450476671134e-06,2.0647781156489e-05,3.52273478867798,"IL13RA1",4.68512661147818,"no_sig"
"IFNGR2",0.249251897364452,6.38023058426622,4.65858312272931,5.21985021969603e-06,2.07782899786447e-05,3.51444244946699,"IFNGR2",4.68239019707707,"no_sig"
"TMUB2",-0.132408280235796,5.91326648319108,-4.65493996959906,5.30536062294035e-06,2.10676639229805e-05,3.49899998405037,"TMUB2",4.67638361824123,"no_sig"
"IL17B",-0.21809794084833,5.51111491336659,-4.65178483190503,5.38050551471947e-06,2.13145808824068e-05,3.48563425965353,"IL17B",4.67132320264845,"no_sig"
"ITGB3",-0.201422706444354,5.86514827661986,-4.64018481390156,5.66569146102882e-06,2.23903768315658e-05,3.43655967057741,"ITGB3",4.64993859715378,"no_sig"
"PVRIG",-0.179167496174141,6.41947144990207,-4.63129157296162,5.89413383022775e-06,2.32373045968691e-05,3.39900570191745,"PVRIG",4.63381424919888,"no_sig"
"SMC1B",-0.212078719392332,5.52602425731437,-4.63023277243662,5.92191507186477e-06,2.32909769812098e-05,3.39453866546946,"SMC1B",4.63281229383332,"no_sig"
"KLRK1",-0.177469351493498,5.80585804772379,-4.62672166147544,6.01494621569756e-06,2.36004094954816e-05,3.37973155180154,"KLRK1",4.62708046143307,"no_sig"
"IL15RA",0.193444734647908,5.94645523347101,4.62566857984079,6.04312212770917e-06,2.36068226242032e-05,3.37529231292732,"IL15RA",4.62696246313884,"no_sig"
"TNR",-0.224833364609378,5.60948280944131,-4.62520030370157,6.05569195067298e-06,2.36068226242032e-05,3.37331857863969,"TNR",4.62696246313884,"no_sig"
"ZEB2",0.309462711950506,6.04607428959005,4.62505271515634,6.05965884879181e-06,2.36068226242032e-05,3.37269654325685,"ZEB2",4.62696246313884,"no_sig"
"PSMB10",0.247171819843053,5.87076696255908,4.6152528644174,6.32873287159971e-06,2.45836087277653e-05,3.33143073409805,"PSMB10",4.60935436491913,"no_sig"
"GRIN1",-0.210108190285771,5.69986366503086,-4.6148406981496,6.34029811470347e-06,2.45836087277653e-05,3.32969676689024,"GRIN1",4.60935436491913,"no_sig"
"CD180",-0.157505354872958,5.57520199700651,-4.61194284871847,6.42218704365307e-06,2.48425305876839e-05,3.31750929423923,"CD180",4.60480416677689,"no_sig"
"FGF12",-0.214624254822716,5.52689269285798,-4.61039264915763,6.46641040145316e-06,2.49548795774389e-05,3.31099226219874,"FGF12",4.60284452152937,"no_sig"
"PYCR1",-0.165182343385381,5.57822402739302,-4.60944670588667,6.49353967366708e-06,2.50008881112615e-05,3.30701642355912,"PYCR1",4.60204456352918,"no_sig"
"IDH2",0.309080064859304,6.00263483831785,4.60370573146334,6.66055366157986e-06,2.5583995840274e-05,3.28290155110855,"IDH2",4.59203162421018,"no_sig"
"STAT3",0.409946214040163,6.62985756244232,4.60094707330121,6.74227062947359e-06,2.58375126220387e-05,3.27132282059175,"STAT3",4.58774929820479,"no_sig"
"HOXA11",-0.221545723904111,5.58982215698269,-4.5996254809248,6.78175986348948e-06,2.59242191144351e-05,3.26577785327811,"HOXA11",4.58629431649724,"no_sig"
"THBS1",0.988233865966096,8.0158069180369,4.59875759572883,6.80781329038672e-06,2.59242191144351e-05,3.26213721949894,"THBS1",4.58629431649724,"up"
"NDUFA13",0.370310512560204,6.60553393046698,4.59861166285316,6.81220356291724e-06,2.59242191144351e-05,3.26152511203472,"NDUFA13",4.58629431649724,"no_sig"
"HDAC4",-0.137240651757764,5.74662113870544,-4.59028130132012,7.06738324580711e-06,2.67866790641704e-05,3.2266109039979,"HDAC4",4.57208112564173,"no_sig"
"EXO1",-0.182031443910828,5.65420742228476,-4.59015177808247,7.07142257533453e-06,2.67866790641704e-05,3.22606846596633,"EXO1",4.57208112564173,"no_sig"
"BRCA1",-0.181356035020353,5.54604000109289,-4.58427676269061,7.25699548823265e-06,2.74264381210448e-05,3.2014776608056,"BRCA1",4.56183059067544,"no_sig"
"GLUD1",-0.145276230475736,5.99793839366672,-4.58234601322095,7.3189981629758e-06,2.75973233484684e-05,3.19340198134558,"GLUD1",4.55913303791164,"no_sig"
"PSMB8",0.276248624326541,6.18824129253788,4.57982304141096,7.40078754921155e-06,2.78418643727776e-05,3.18285354308994,"PSMB8",4.55530168645733,"no_sig"
"VEGFB",0.209936780030668,5.82342273345362,4.57876490274282,7.4353512600599e-06,2.79080307569372e-05,3.17843096364133,"VEGFB",4.55427080706452,"no_sig"
"NAT8L",-0.219818353909547,5.69273078819029,-4.57341285446201,7.61256664555023e-06,2.85081083491676e-05,3.1560747922805,"NAT8L",4.54503159927328,"no_sig"
"CEBPB",0.340077640833196,6.46829194561157,4.56762420514216,7.80881106444883e-06,2.91765577044406e-05,3.13191964023214,"CEBPB",4.53496594815718,"no_sig"
"RASAL1",-0.204057523519466,5.65044009031921,-4.56519915307295,7.89246250440841e-06,2.94222411728967e-05,3.12180791744093,"RASAL1",4.53132424894532,"no_sig"
"S100B",-0.214305958047665,5.52590230502431,-4.54759702309148,8.52600204614415e-06,3.17120981082828e-05,3.04854796047417,"S100B",4.49877502360817,"no_sig"
"REN",-0.204771826275175,5.72403652516283,-4.54460209694285,8.63855361930922e-06,3.20581989845245e-05,3.03610683103187,"REN",4.49406087976894,"no_sig"
"SIGLEC8",-0.194181009520303,5.64991269626208,-4.54201581882359,8.7368961685915e-06,3.23501290566766e-05,3.02536881227974,"SIGLEC8",4.49012398242988,"no_sig"
"CEACAM6",0.509245368107164,6.46360663456914,4.53880405629321,8.86052155227773e-06,3.27341515324598e-05,3.01204100604453,"CEACAM6",4.48499891148695,"up"
"EFNA5",-0.178220086284267,5.7613656522829,-4.53553159058429,8.98821241432694e-06,3.31314376886849e-05,2.99846947748406,"EFNA5",4.47975971815621,"no_sig"
"ARID1B",0.213554860504991,5.32623304798358,4.53458190180236,9.02559902610238e-06,3.31948205792222e-05,2.99453248568717,"ARID1B",4.47892967440867,"no_sig"
"TLK2",-0.13795975699276,5.97344100504424,-4.53031346188378,9.19548954980048e-06,3.37441625443571e-05,2.97684599996061,"TLK2",4.47180134561943,"no_sig"
"TIRAP",-0.158964461189273,5.99678510368613,-4.52937974506548,9.23306056220852e-06,3.38065736398014e-05,2.97297897277006,"TIRAP",4.4709988435712,"no_sig"
"HES5",-0.212506892963312,5.60513750376087,-4.52679063325468,9.33801502280458e-06,3.41148815499794e-05,2.96225957668832,"HES5",4.46705613229202,"no_sig"
"NID2",-0.20100099193835,6.05470858661627,-4.52533085423955,9.39769443747071e-06,3.42567841578755e-05,2.95621810527163,"NID2",4.46525340868052,"no_sig"
"TLX1",-0.220472886753281,5.54690384687804,-4.52281460986392,9.5014263832845e-06,3.45582853409728e-05,2.94580818572275,"TLX1",4.46144781380389,"no_sig"
"TNFRSF1A",0.298727523529378,6.63634673748225,4.5216832229945,9.54842553775554e-06,3.46525642032453e-05,2.94112913386044,"TNFRSF1A",4.4602646231556,"no_sig"
"SYCP1",-0.230201484322565,5.62771042131361,-4.51957933002431,9.63641849257319e-06,3.48948722506395e-05,2.9324307378048,"SYCP1",4.45723838727771,"no_sig"
"CTSL",0.560992302880121,6.47528153601736,4.50954531263686,1.006691227815e-05,3.637363469292e-05,2.89099285049225,"CTSL",4.43921329921453,"up"
"FGF14",-0.217695787950317,5.68343164360948,-4.5074378898965,1.01596473111005e-05,3.65983604059071e-05,2.88229963035126,"FGF14",4.4365383704148,"no_sig"
"MASP1",-0.193781045584304,5.71673184852035,-4.50712169407275,1.01736318159973e-05,3.65983604059071e-05,2.88099560367806,"MASP1",4.4365383704148,"no_sig"
"TNFSF9",-0.207731910884752,5.55786367941745,-4.49920840972998,1.05297001797678e-05,3.77965657107823e-05,2.84838552969016,"TNFSF9",4.4225476594383,"no_sig"
"FZD8",-0.180167363043911,5.9572210846033,-4.49322925194319,1.08066495181734e-05,3.87061695160719e-05,2.82377799757466,"FZD8",4.4122198056985,"no_sig"
"CNTFR",-0.199123564600568,5.59013846696144,-4.49036485150913,1.09417922832466e-05,3.91050141601248e-05,2.8119992190835,"CNTFR",4.40776755251572,"no_sig"
"DTX3L",0.25512400609173,6.0922716114716,4.47780649269951,1.15536981090593e-05,4.12023420635434e-05,2.76043271142157,"DTX3L",4.38507809667648,"no_sig"
"MST1R",-0.1658607719213,5.92073217284864,-4.47645197775279,1.16216268916101e-05,4.13548801078074e-05,2.75487817718219,"MST1R",4.38347323390258,"no_sig"
"SHC1",0.181633629298733,6.32519854199711,4.47274412240546,1.18095430684303e-05,4.19328051933032e-05,2.73968045330475,"SHC1",4.37744608347715,"no_sig"
"SRD5A2",-0.207073244126121,5.66300393527656,-4.46325186425605,1.23040061007358e-05,4.35943664431242e-05,2.70082231546249,"SRD5A2",4.36056962955578,"no_sig"
"CCR7",-0.20574670774928,5.52956553825136,-4.46109816602844,1.24189300246879e-05,4.3906926796961e-05,2.6920155362326,"CCR7",4.35746695965785,"no_sig"
"CCNE1",-0.177658867816501,5.55785803521014,-4.45475744607731,1.27632928340828e-05,4.50275824447042e-05,2.66610836313596,"CCNE1",4.34652136991714,"no_sig"
"DEFB134",-0.209190491227857,5.45647349075404,-4.45322625750348,1.2847815105093e-05,4.52287109909482e-05,2.65985685691818,"DEFB134",4.34458578938199,"no_sig"
"TNFSF8",-0.203306991950424,5.69686063529805,-4.43968128319682,1.36192709352763e-05,4.78078578200149e-05,2.60463516862316,"TNFSF8",4.32050071578528,"no_sig"
"MS4A2",-0.18328607944359,5.79026378692396,-4.439351173426,1.36386163732281e-05,4.78078578200149e-05,2.60329112297799,"MS4A2",4.32050071578528,"no_sig"
"CFB",0.60253979703427,6.5707161818694,4.43687208907413,1.37847432702581e-05,4.82172722049028e-05,2.59320021625358,"CFB",4.31679736259954,"up"
"BMPR1B",-0.193037279794276,5.4842852795789,-4.43550027040014,1.38662481164153e-05,4.83993883299082e-05,2.58761840074575,"BMPR1B",4.3151601269222,"no_sig"
"NPM2",-0.193012402192056,5.58493001250831,-4.42044694962372,1.47915465822788e-05,5.15197088586153e-05,2.52646410070656,"NPM2",4.28802659986902,"no_sig"
"CES3",-0.196607186331158,5.6091213923702,-4.41908802857507,1.48779319910064e-05,5.17110363492908e-05,2.52095216875876,"CES3",4.28641675837436,"no_sig"
"CCL22",-0.194552178253373,5.5155286387295,-4.41712038502849,1.50038715712022e-05,5.20387444368279e-05,2.51297374738124,"CCL22",4.28367319041052,"no_sig"
"APOM",-0.210996339877243,5.61917749465922,-4.41314339503425,1.52615494752678e-05,5.27354268236038e-05,2.49685703955012,"APOM",4.27789753459924,"no_sig"
"KIT",-0.171760998031491,5.59266123573282,-4.41303097321854,1.52688948710678e-05,5.27354268236038e-05,2.4964016309596,"KIT",4.27789753459924,"no_sig"
"CCNO",-0.236685805662063,5.5813117160971,-4.40726290899254,1.56503517451626e-05,5.39395770839568e-05,2.47304908112304,"CCNO",4.26809246297812,"no_sig"
"EOMES",-0.189617077997807,5.59044005283014,-4.40466135502729,1.58253746720422e-05,5.44286944787393e-05,2.46252495585124,"EOMES",4.26417208250231,"no_sig"
"CD53",0.348281618829796,6.76095194285432,4.40310440140554,1.59310170258178e-05,5.46776450739968e-05,2.45622910752874,"CD53",4.2621901984457,"no_sig"
"MLPH",-0.352093462197787,5.93183389655725,-4.40153789897531,1.6037989669204e-05,5.48411503039352e-05,2.44989656016992,"MLPH",4.26089344437464,"no_sig"
"TERT",-0.187999761207849,5.79525112764533,-4.40143014706347,1.60453730512122e-05,5.48411503039352e-05,2.44946104628752,"TERT",4.26089344437464,"no_sig"
"PF4",-0.231207722802794,5.73408685368215,-4.39826023737668,1.62640460859796e-05,5.54247665556749e-05,2.43665290475009,"PF4",4.25629612742043,"no_sig"
"GRB7",-0.169790778027334,5.55822654108015,-4.39754726738777,1.6313621801549e-05,5.54247665556749e-05,2.43377320527908,"GRB7",4.25629612742043,"no_sig"
"TAPBP",0.247439441722661,6.40613061999837,4.39749492566359,1.63172670395053e-05,5.54247665556749e-05,2.43356181172454,"TAPBP",4.25629612742043,"no_sig"
"IFI35",0.239584325683184,6.01834842098505,4.39636401369324,1.63962182310075e-05,5.55781088077861e-05,2.42899489887087,"IFI35",4.25509623532613,"no_sig"
"FGF21",-0.22345163428016,5.65848793176901,-4.39503171453985,1.64896986529265e-05,5.57799682827391e-05,2.42361601718382,"FGF21",4.25352173701574,"no_sig"
"NCR1",-0.201543554970178,5.59695980989525,-4.38859151814327,1.69488257166898e-05,5.72153377376551e-05,2.39763465492181,"NCR1",4.24248753411034,"no_sig"
"CAMP",-0.209322033475644,5.50136452308604,-4.38673033245787,1.70837779115555e-05,5.75527272266337e-05,2.39013221711086,"CAMP",4.23993409181847,"no_sig"
"JAK2",0.17144789082052,5.85907388084353,4.38495951628449,1.7213133482808e-05,5.78699211569251e-05,2.38299657830042,"JAK2",4.23754710932706,"no_sig"
"CD83",-0.164270003183894,5.9614067273503,-4.38342065554528,1.73263071461596e-05,5.81315284658906e-05,2.37679761719926,"CD83",4.23558825788698,"no_sig"
"APOA2",-0.210184068067489,5.47052303111346,-4.38219516469801,1.74169442960801e-05,5.8316611858973e-05,2.37186232517868,"APOA2",4.23420771606347,"no_sig"
"TICAM2",-0.162941575653729,5.60136896845589,-4.38062023467481,1.75340935085932e-05,5.85895319677384e-05,2.36552150171512,"TICAM2",4.23217997126438,"no_sig"
"WNT10A",-0.20864785203967,5.52865071905416,-4.37425689092553,1.80151603175207e-05,6.00748956632943e-05,2.3399218578878,"WNT10A",4.22130697479614,"no_sig"
"CD163",0.696120236808741,6.73633132924702,4.37348893263532,1.80740660872388e-05,6.01493211486247e-05,2.33683452018061,"CD163",4.22076926978831,"up"
"FGF6",-0.208857847302869,5.55993494862392,-4.36855733764619,1.84567636170515e-05,6.12988270432985e-05,2.31701960318141,"FGF6",4.21254783565282,"no_sig"
"CACNA1C",-0.179382797673076,5.63170786881708,-4.3674542551276,1.85434207444286e-05,6.14624671448401e-05,2.31259008191935,"CACNA1C",4.21139001085665,"no_sig"
"KRT1",-0.192252684492026,5.69927674107595,-4.36510592604201,1.87292037928459e-05,6.19533421236192e-05,2.30316334943838,"KRT1",4.20793526028558,"no_sig"
"BNIP3",-0.238632784221783,5.89034654106442,-4.36202100141122,1.89759732898496e-05,6.26435744749252e-05,2.29078633470039,"BNIP3",4.20312346917417,"no_sig"
"CD1A",-0.208304290630728,5.50661976227255,-4.35875726557185,1.92404370314735e-05,6.33893356307463e-05,2.27770005078941,"CD1A",4.19798379994616,"no_sig"
"HLA-DPA1",0.350891239062856,6.11175901708435,4.35734367638026,1.93560744230072e-05,6.36427727028477e-05,2.2720347175297,"HLA-DPA1",4.19625090785456,"no_sig"
"SYT17",-0.149937757617918,5.88414521450861,-4.35499878590327,1.95493660451244e-05,6.41500155253185e-05,2.26264041109081,"SYT17",4.19280323418291,"no_sig"
